MHT_CET,JEE_Main,Branch,Category,Gender,Allocated_College
95.39,67.93,EnTC,OPEN,Female,Walchand Sangli
75.91,70.49,Civil,OPEN,Male,Orchid Solapur
99.99,80.91,CS,ST,Male,COEP Pune
99.99,63.82,EnTC,OPEN,Female,COEP Pune
73.5,68.76,Mech,OPEN,Female,Local City College
76.76,68.24,Civil,OPEN,Male,Orchid Solapur
97.89,62.45,CS,OBC,Male,PICT Pune
79.19,99.58,IT,OPEN,Male,Orchid Solapur
84.32,84.22,EnTC,OPEN,Male,Govt College Karad
85.38,80.01,CS,OPEN,Male,WIT Solapur
56.2,91.17,EnTC,OBC,Female,Not Allotted
84.79,69.71,CS,OPEN,Female,Govt College Karad
74.65,59.52,CS,OPEN,Female,Local City College
77.6,62.95,IT,OBC,Female,Orchid Solapur
99.99,75.04,IT,EWS,Male,COEP Pune
66.15,53.82,IT,OBC,Male,Local City College
97.2,64.99,IT,SC,Female,COEP Pune
80.82,64.68,CS,OPEN,Male,Sinhgad Pune
80.8,99.99,CS,OPEN,Male,Sinhgad Pune
96.86,19.52,CS,OPEN,Female,SPIT Mumbai
90.1,71.41,CS,SC,Female,Walchand Sangli
93.56,99.99,IT,OPEN,Male,VIT Pune
99.52,77.44,EnTC,SC,Female,COEP Pune
80.03,90.07,CS,EWS,Male,Sinhgad Pune
75.82,77.0,CS,OPEN,Female,Orchid Solapur
68.72,61.65,EnTC,OPEN,Male,Local City College
72.62,30.16,CS,OPEN,Female,Local City College
99.99,79.11,Civil,OPEN,Male,COEP Pune
99.99,59.49,EnTC,OPEN,Male,COEP Pune
64.73,58.99,CS,ST,Male,Local City College
65.16,65.02,CS,OPEN,Female,Local City College
92.23,99.99,IT,OPEN,Male,PCCOE Pune
93.21,99.99,CS,OPEN,Male,VIT Pune
93.23,79.34,CS,EWS,Female,VIT Pune
81.18,65.7,CS,OBC,Female,Sinhgad Pune
83.12,51.46,EnTC,EWS,Male,Govt College Karad
89.92,84.37,IT,EWS,Male,DY Patil Akurdi
86.29,99.99,CS,OPEN,Female,WIT Solapur
51.71,70.05,EnTC,OPEN,Female,Not Allotted
81.55,27.42,IT,OPEN,Male,Sinhgad Pune
72.23,88.4,IT,OPEN,Male,Local City College
87.63,94.71,CS,SC,Female,PCCOE Pune
99.99,43.28,IT,OPEN,Male,COEP Pune
90.51,78.53,Civil,OPEN,Male,DY Patil Akurdi
80.3,84.02,CS,OBC,Male,Sinhgad Pune
98.83,73.54,CS,OBC,Female,VJTI Mumbai
92.24,59.18,CS,OBC,Female,PCCOE Pune
91.3,95.32,CS,OPEN,Male,PCCOE Pune
94.1,66.93,IT,SC,Male,COEP Pune
99.99,45.3,Mech,OBC,Male,COEP Pune
68.04,34.01,Civil,OPEN,Female,Local City College
92.1,99.99,CS,SC,Male,SPIT Mumbai
71.1,87.33,IT,EWS,Female,Local City College
93.33,76.76,EnTC,OPEN,Male,VIT Pune
71.22,66.19,IT,OPEN,Female,Local City College
78.74,64.42,IT,OPEN,Male,Orchid Solapur
80.57,53.49,CS,OPEN,Female,Sinhgad Pune
99.64,66.37,IT,ST,Female,COEP Pune
98.78,32.6,IT,OPEN,Male,VJTI Mumbai
66.31,60.28,EnTC,SC,Female,Local City College
85.82,68.78,EnTC,OBC,Male,WIT Solapur
74.36,87.2,CS,OBC,Female,Local City College
66.12,74.2,CS,OPEN,Male,Local City College
81.74,90.9,Civil,OPEN,Female,Sinhgad Pune
80.37,99.99,IT,OPEN,Female,Sinhgad Pune
99.99,96.16,Mech,OPEN,Male,COEP Pune
91.49,84.41,CS,OPEN,Female,PCCOE Pune
64.34,75.24,IT,SC,Male,Local City College
76.53,55.38,IT,OPEN,Male,Orchid Solapur
99.99,89.8,Mech,SC,Male,COEP Pune
99.99,99.99,CS,OPEN,Female,COEP Pune
61.21,81.84,CS,SC,Female,Local City College
56.8,99.99,IT,EWS,Female,Not Allotted
99.99,44.49,Mech,OPEN,Male,COEP Pune
90.84,51.92,Civil,ST,Male,Walchand Sangli
71.98,92.1,Civil,OBC,Female,Local City College
93.02,80.29,Civil,SC,Male,PICT Pune
45.46,99.99,CS,OBC,Female,Not Allotted
85.05,74.69,CS,OPEN,Female,WIT Solapur
89.92,57.64,CS,OPEN,Male,DY Patil Akurdi
98.86,70.73,CS,OPEN,Male,VJTI Mumbai
69.79,44.35,Mech,OBC,Male,Local City College
86.29,52.43,Mech,EWS,Male,WIT Solapur
71.12,94.45,CS,SC,Female,Orchid Solapur
88.83,92.46,EnTC,OPEN,Male,WIT Solapur
71.57,82.26,Civil,SC,Male,Orchid Solapur
78.88,40.58,IT,SC,Male,Govt College Karad
70.06,67.83,CS,OPEN,Female,Local City College
94.77,50.5,IT,OPEN,Male,VIT Pune
97.88,98.53,IT,OPEN,Male,PICT Pune
81.48,63.33,IT,ST,Female,WIT Solapur
85.57,53.29,IT,SC,Female,DY Patil Akurdi
63.27,75.6,CS,OPEN,Female,Local City College
80.5,62.2,Civil,OPEN,Male,Sinhgad Pune
84.25,99.99,IT,SC,Female,DY Patil Akurdi
99.99,60.3,IT,EWS,Female,COEP Pune
68.32,47.02,Civil,SC,Male,Local City College
99.99,31.94,CS,OBC,Male,COEP Pune
99.95,74.38,CS,OPEN,Female,COEP Pune
89.21,63.76,Mech,OBC,Male,DY Patil Akurdi
99.99,46.42,CS,OPEN,Male,COEP Pune
90.58,98.78,EnTC,SC,Female,Walchand Sangli
90.84,88.34,CS,OPEN,Male,DY Patil Akurdi
84.2,74.44,CS,SC,Male,DY Patil Akurdi
99.99,99.99,IT,OPEN,Female,COEP Pune
99.99,88.25,CS,SC,Female,COEP Pune
75.61,58.54,EnTC,OPEN,Male,Orchid Solapur
65.21,54.22,EnTC,OPEN,Female,Local City College
81.96,91.36,Civil,OBC,Female,Sinhgad Pune
73.0,82.93,EnTC,OPEN,Male,Local City College
84.05,78.39,CS,EWS,Male,Govt College Karad
99.99,58.07,Mech,OBC,Male,COEP Pune
78.14,87.16,EnTC,OBC,Female,Orchid Solapur
84.36,59.89,EnTC,SC,Female,DY Patil Akurdi
85.87,72.96,Mech,ST,Male,DY Patil Akurdi
97.73,99.99,IT,OBC,Male,PICT Pune
51.3,61.78,IT,EWS,Male,Not Allotted
75.9,43.54,EnTC,OPEN,Male,Orchid Solapur
88.17,53.95,CS,OPEN,Female,WIT Solapur
99.99,94.89,CS,OBC,Female,COEP Pune
77.62,80.09,EnTC,OPEN,Female,Orchid Solapur
56.85,72.42,CS,OPEN,Female,Not Allotted
94.3,64.82,CS,OPEN,Female,VIT Pune
75.47,84.71,CS,OPEN,Female,Orchid Solapur
67.16,58.02,EnTC,SC,Male,Local City College
75.63,81.11,IT,OBC,Female,Orchid Solapur
82.23,60.37,EnTC,EWS,Female,Govt College Karad
75.93,57.05,IT,SC,Female,Sinhgad Pune
51.92,62.25,IT,OPEN,Female,Not Allotted
98.46,67.49,IT,OPEN,Male,PICT Pune
99.99,74.02,EnTC,OPEN,Male,COEP Pune
94.77,79.71,IT,SC,Female,COEP Pune
67.93,1.23,Civil,OPEN,Male,Local City College
81.98,58.85,Civil,OPEN,Male,Sinhgad Pune
84.9,67.17,Mech,EWS,Male,Govt College Karad
93.98,99.99,Civil,OBC,Male,VIT Pune
95.03,53.4,IT,OPEN,Female,Walchand Sangli
73.99,78.26,IT,OPEN,Female,Local City College
86.23,99.99,EnTC,ST,Female,PCCOE Pune
91.86,48.74,EnTC,ST,Female,SPIT Mumbai
99.99,82.88,Mech,OPEN,Female,COEP Pune
95.57,58.95,EnTC,OPEN,Male,Walchand Sangli
96.84,64.91,Civil,SC,Female,COEP Pune
86.26,58.94,CS,SC,Female,PCCOE Pune
99.99,60.36,Mech,SC,Male,COEP Pune
91.15,99.99,EnTC,OBC,Male,PCCOE Pune
72.08,91.89,EnTC,EWS,Female,Local City College
99.99,97.03,CS,OPEN,Male,COEP Pune
95.47,84.84,EnTC,OPEN,Female,Walchand Sangli
78.35,42.87,Civil,SC,Male,Govt College Karad
77.81,82.9,CS,OBC,Female,Orchid Solapur
89.45,96.46,EnTC,ST,Female,VIT Pune
91.95,57.93,IT,OPEN,Female,PCCOE Pune
87.96,94.31,Civil,SC,Female,PCCOE Pune
89.67,89.09,IT,OPEN,Male,DY Patil Akurdi
99.99,99.99,CS,OBC,Female,COEP Pune
99.99,66.64,IT,OPEN,Female,COEP Pune
87.86,53.05,EnTC,OBC,Female,WIT Solapur
99.12,67.77,CS,SC,Female,COEP Pune
69.51,99.99,EnTC,OPEN,Male,Local City College
90.97,38.43,Civil,OPEN,Male,DY Patil Akurdi
99.99,33.63,Mech,OBC,Female,COEP Pune
81.73,76.79,CS,SC,Female,WIT Solapur
72.29,66.15,Civil,OPEN,Male,Local City College
75.22,75.15,EnTC,OPEN,Female,Orchid Solapur
68.66,93.91,CS,OPEN,Female,Local City College
73.23,63.95,CS,EWS,Male,Local City College
79.44,37.54,CS,OPEN,Male,Orchid Solapur
63.92,99.99,Mech,OPEN,Male,Local City College
85.23,55.06,CS,SC,Female,DY Patil Akurdi
98.53,53.82,CS,OBC,Female,VJTI Mumbai
71.38,97.07,EnTC,OPEN,Female,Local City College
99.99,67.31,IT,EWS,Female,COEP Pune
92.66,73.73,EnTC,OBC,Male,PCCOE Pune
99.99,84.66,EnTC,OBC,Male,COEP Pune
75.13,96.67,CS,OPEN,Male,Orchid Solapur
97.82,68.33,Mech,ST,Male,COEP Pune
68.62,99.99,CS,OPEN,Female,Local City College
98.35,32.28,IT,OPEN,Female,PICT Pune
87.58,90.2,EnTC,OPEN,Male,WIT Solapur
93.3,58.21,CS,SC,Female,PICT Pune
67.37,99.99,Civil,OBC,Male,Local City College
71.57,77.84,IT,OBC,Male,Local City College
93.96,61.54,CS,OPEN,Female,VIT Pune
70.77,88.26,Civil,OBC,Female,Local City College
91.95,92.86,IT,SC,Female,SPIT Mumbai
64.49,87.84,EnTC,OPEN,Female,Local City College
97.72,54.41,IT,SC,Female,COEP Pune
66.51,65.32,Mech,OPEN,Female,Local City College
93.28,74.92,CS,SC,Female,PICT Pune
94.38,74.17,CS,OPEN,Female,VIT Pune
74.55,89.99,IT,OBC,Male,Local City College
93.73,34.7,CS,EWS,Male,VIT Pune
88.91,81.69,EnTC,EWS,Female,WIT Solapur
76.92,69.2,IT,OPEN,Female,Orchid Solapur
69.87,58.23,CS,OPEN,Male,Local City College
55.56,60.15,CS,OPEN,Male,Not Allotted
90.24,70.71,EnTC,ST,Male,Walchand Sangli
61.53,2.98,Mech,OBC,Male,Local City College
86.43,60.97,IT,OPEN,Female,WIT Solapur
81.05,57.48,IT,OPEN,Male,Sinhgad Pune
95.19,85.66,CS,EWS,Male,Walchand Sangli
80.47,58.89,EnTC,OBC,Male,Sinhgad Pune
80.06,70.7,CS,OPEN,Male,Sinhgad Pune
95.98,99.99,IT,OPEN,Female,Walchand Sangli
90.03,94.89,EnTC,OPEN,Male,DY Patil Akurdi
89.74,93.05,Civil,OBC,Female,DY Patil Akurdi
92.04,65.0,IT,EWS,Female,PCCOE Pune
61.97,85.86,EnTC,ST,Female,Local City College
96.35,70.32,IT,OPEN,Female,SPIT Mumbai
94.19,71.08,Civil,SC,Female,COEP Pune
69.75,83.19,IT,OPEN,Male,Local City College
81.34,63.06,CS,OPEN,Female,Sinhgad Pune
84.41,99.99,Mech,EWS,Male,Govt College Karad
82.98,71.8,CS,OPEN,Male,Govt College Karad
90.01,87.37,CS,OPEN,Female,DY Patil Akurdi
99.99,99.99,CS,EWS,Female,COEP Pune
99.99,95.63,Mech,OPEN,Male,COEP Pune
65.32,46.82,CS,SC,Female,Local City College
94.33,83.9,Mech,EWS,Female,VIT Pune
99.99,92.01,IT,OBC,Female,COEP Pune
90.8,92.84,CS,OPEN,Male,DY Patil Akurdi
99.99,52.73,IT,OPEN,Male,COEP Pune
99.99,61.86,CS,OPEN,Female,COEP Pune
99.99,94.89,EnTC,OPEN,Female,COEP Pune
88.74,59.76,EnTC,SC,Female,VIT Pune
99.99,69.01,IT,OPEN,Male,COEP Pune
87.17,99.99,CS,OPEN,Female,WIT Solapur
85.36,74.04,EnTC,OBC,Female,WIT Solapur
79.73,60.46,Mech,OBC,Female,Orchid Solapur
99.99,57.45,EnTC,ST,Female,COEP Pune
72.72,81.65,Mech,OPEN,Male,Local City College
99.99,48.34,CS,SC,Female,COEP Pune
92.5,70.05,Mech,OBC,Female,PCCOE Pune
64.01,81.66,CS,OPEN,Male,Local City College
90.51,99.99,CS,OPEN,Female,DY Patil Akurdi
53.5,88.35,Mech,OPEN,Female,Not Allotted
94.38,60.72,Civil,OBC,Male,VIT Pune
98.28,98.57,EnTC,OPEN,Female,PICT Pune
76.11,69.01,CS,EWS,Male,Orchid Solapur
86.85,50.29,CS,OBC,Female,WIT Solapur
99.99,71.56,IT,EWS,Female,COEP Pune
77.41,99.99,Mech,OPEN,Female,Orchid Solapur
69.12,78.3,CS,OPEN,Male,Local City College
99.99,75.25,Mech,OPEN,Female,COEP Pune
99.99,99.99,CS,OPEN,Male,COEP Pune
85.06,46.37,Mech,ST,Male,DY Patil Akurdi
99.99,49.29,Civil,OPEN,Male,COEP Pune
99.99,42.68,IT,OPEN,Male,COEP Pune
73.86,82.45,IT,OPEN,Male,Local City College
77.72,78.33,Mech,OPEN,Male,Orchid Solapur
99.99,99.99,IT,SC,Female,COEP Pune
99.99,79.87,EnTC,OBC,Female,COEP Pune
93.44,66.92,EnTC,SC,Female,PICT Pune
71.8,75.04,CS,OPEN,Female,Local City College
99.99,77.35,Mech,EWS,Male,COEP Pune
77.04,41.56,CS,SC,Female,Govt College Karad
79.97,99.99,Civil,OPEN,Female,Orchid Solapur
90.14,85.4,CS,OPEN,Male,DY Patil Akurdi
99.99,79.2,EnTC,EWS,Female,COEP Pune
97.81,87.3,CS,OBC,Male,PICT Pune
91.22,89.19,CS,SC,Female,SPIT Mumbai
91.95,72.19,CS,OPEN,Female,PCCOE Pune
85.65,62.38,EnTC,OPEN,Male,WIT Solapur
93.37,86.99,IT,SC,Female,PICT Pune
47.06,82.71,Mech,OBC,Female,Not Allotted
80.55,58.8,CS,OBC,Female,Sinhgad Pune
88.62,99.99,EnTC,OBC,Female,WIT Solapur
67.73,80.87,EnTC,OPEN,Male,Local City College
90.79,89.6,CS,SC,Female,Walchand Sangli
81.93,99.99,IT,EWS,Male,Sinhgad Pune
99.99,75.44,IT,ST,Male,COEP Pune
99.99,81.34,IT,OPEN,Female,COEP Pune
78.01,91.2,CS,OPEN,Male,Orchid Solapur
82.74,60.5,EnTC,SC,Female,WIT Solapur
83.89,76.08,CS,OBC,Male,Govt College Karad
78.23,77.51,EnTC,OBC,Male,Orchid Solapur
87.93,55.88,Civil,EWS,Male,WIT Solapur
73.63,99.99,IT,OBC,Male,Local City College
68.04,46.85,EnTC,OBC,Female,Local City College
94.34,49.04,CS,OPEN,Female,VIT Pune
94.44,99.99,Mech,OPEN,Female,VIT Pune
72.94,89.27,CS,OPEN,Female,Local City College
98.43,54.48,EnTC,EWS,Male,PICT Pune
75.53,87.15,Civil,OPEN,Female,Orchid Solapur
88.8,99.99,IT,OPEN,Female,WIT Solapur
97.31,74.39,EnTC,SC,Female,COEP Pune
84.5,99.99,IT,OBC,Male,Govt College Karad
91.82,40.52,CS,OBC,Male,PCCOE Pune
77.25,88.88,EnTC,OPEN,Male,Orchid Solapur
82.05,98.33,CS,SC,Male,WIT Solapur
81.91,92.83,EnTC,OPEN,Male,Sinhgad Pune
73.8,70.91,CS,OPEN,Female,Local City College
82.35,69.19,Mech,OPEN,Male,Govt College Karad
61.77,83.88,CS,OPEN,Female,Local City College
77.63,91.32,IT,OPEN,Male,Orchid Solapur
80.73,87.05,IT,OBC,Male,Sinhgad Pune
81.16,95.8,IT,OPEN,Male,Sinhgad Pune
81.38,54.62,CS,OBC,Male,Sinhgad Pune
84.07,70.44,IT,OPEN,Male,Govt College Karad
92.19,56.2,CS,OPEN,Male,PCCOE Pune
98.12,67.28,IT,OBC,Female,PICT Pune
75.25,95.3,IT,EWS,Male,Orchid Solapur
66.95,77.16,IT,ST,Male,Local City College
69.37,99.99,CS,EWS,Female,Local City College
77.69,78.87,Civil,OBC,Male,Orchid Solapur
79.72,76.19,IT,OBC,Male,Orchid Solapur
73.45,77.12,CS,OBC,Female,Local City College
65.56,62.24,IT,OBC,Female,Local City College
78.16,73.84,Mech,OPEN,Male,Orchid Solapur
87.72,97.56,CS,OBC,Male,WIT Solapur
93.93,77.28,EnTC,OPEN,Male,VIT Pune
76.64,59.13,IT,OPEN,Male,Orchid Solapur
78.81,56.5,CS,OBC,Male,Orchid Solapur
71.1,66.0,Mech,OPEN,Male,Local City College
84.53,76.48,IT,OPEN,Female,Govt College Karad
72.27,98.87,CS,OPEN,Female,Local City College
93.6,48.19,Mech,EWS,Female,VIT Pune
58.21,68.6,EnTC,OPEN,Female,Not Allotted
79.61,77.89,Mech,OPEN,Male,Orchid Solapur
89.52,38.33,EnTC,ST,Female,VIT Pune
87.76,58.33,EnTC,OPEN,Male,WIT Solapur
99.99,61.4,Mech,OPEN,Male,COEP Pune
90.25,59.08,CS,OPEN,Female,DY Patil Akurdi
69.94,78.84,EnTC,OPEN,Male,Local City College
83.57,71.79,EnTC,OPEN,Female,Govt College Karad
58.36,63.89,CS,OPEN,Female,Not Allotted
83.79,83.56,IT,OPEN,Female,Govt College Karad
72.5,99.99,CS,SC,Female,Orchid Solapur
98.73,99.99,EnTC,OBC,Female,VJTI Mumbai
76.76,36.54,IT,OBC,Male,Orchid Solapur
83.25,86.54,Civil,OPEN,Female,Govt College Karad
75.47,71.44,CS,OPEN,Male,Orchid Solapur
99.99,78.1,EnTC,SC,Male,COEP Pune
80.18,67.03,CS,OPEN,Male,Sinhgad Pune
99.99,77.35,EnTC,ST,Male,COEP Pune
97.21,78.03,EnTC,OPEN,Female,SPIT Mumbai
92.23,63.42,EnTC,SC,Male,SPIT Mumbai
90.53,57.07,Mech,OPEN,Female,DY Patil Akurdi
90.91,66.03,Mech,OPEN,Male,DY Patil Akurdi
56.08,79.69,CS,SC,Female,Local City College
80.82,86.98,CS,SC,Female,WIT Solapur
97.68,92.07,EnTC,OPEN,Female,PICT Pune
84.27,65.12,IT,EWS,Female,Govt College Karad
63.92,80.68,CS,OPEN,Female,Local City College
84.21,94.25,IT,OPEN,Male,Govt College Karad
99.99,98.31,IT,OBC,Male,COEP Pune
99.99,73.82,IT,SC,Male,COEP Pune
84.07,70.58,Mech,EWS,Male,Govt College Karad
99.27,78.82,IT,OPEN,Female,COEP Pune
79.5,52.01,CS,OPEN,Male,Orchid Solapur
59.44,71.13,CS,OBC,Male,Not Allotted
71.13,89.89,Mech,OPEN,Male,Local City College
99.99,87.84,Civil,OPEN,Male,COEP Pune
80.89,69.59,EnTC,OPEN,Male,Sinhgad Pune
81.35,79.35,IT,OPEN,Female,Sinhgad Pune
80.5,58.51,Civil,OPEN,Female,Sinhgad Pune
99.99,89.07,EnTC,OPEN,Male,COEP Pune
99.99,73.44,Mech,SC,Female,COEP Pune
99.99,69.48,EnTC,OBC,Male,COEP Pune
82.61,67.77,IT,OPEN,Female,Govt College Karad
89.43,73.74,IT,OPEN,Female,DY Patil Akurdi
62.25,66.04,CS,OPEN,Male,Local City College
99.99,88.16,CS,OPEN,Female,COEP Pune
67.48,67.09,EnTC,OBC,Male,Local City College
88.25,99.99,Mech,EWS,Male,WIT Solapur
68.54,99.99,EnTC,OBC,Female,Local City College
76.17,57.17,IT,OBC,Female,Orchid Solapur
72.44,76.39,CS,OPEN,Female,Local City College
75.88,61.99,CS,OPEN,Female,Orchid Solapur
76.91,68.47,IT,EWS,Male,Orchid Solapur
76.78,99.99,IT,EWS,Male,Orchid Solapur
97.5,68.85,EnTC,OPEN,Male,PICT Pune
68.43,82.2,CS,OPEN,Male,Local City College
88.31,85.83,Civil,SC,Male,VIT Pune
99.99,54.99,IT,OPEN,Male,COEP Pune
77.3,57.9,Mech,SC,Female,Govt College Karad
74.23,50.88,IT,SC,Male,Orchid Solapur
81.54,57.28,CS,OPEN,Male,Sinhgad Pune
99.99,18.0,EnTC,EWS,Female,COEP Pune
87.91,85.89,EnTC,EWS,Female,WIT Solapur
77.03,99.99,IT,EWS,Male,Orchid Solapur
92.26,77.96,IT,OPEN,Male,PCCOE Pune
68.47,46.67,CS,OPEN,Female,Local City College
95.22,62.14,EnTC,OBC,Male,Walchand Sangli
91.13,65.82,Civil,OPEN,Female,PCCOE Pune
80.38,54.65,CS,OPEN,Female,Sinhgad Pune
72.42,92.2,CS,OPEN,Female,Local City College
71.7,91.21,Civil,OBC,Male,Local City College
93.02,51.89,CS,OPEN,Male,VIT Pune
99.99,89.5,EnTC,OPEN,Female,COEP Pune
75.44,99.99,IT,OPEN,Female,Orchid Solapur
91.88,99.99,IT,SC,Male,SPIT Mumbai
53.69,99.99,IT,OBC,Male,Not Allotted
76.23,56.96,CS,OPEN,Male,Orchid Solapur
84.53,99.99,CS,EWS,Female,Govt College Karad
71.35,67.92,EnTC,OPEN,Female,Local City College
70.95,63.15,EnTC,OBC,Female,Local City College
74.98,81.54,EnTC,SC,Male,Orchid Solapur
89.38,63.36,EnTC,SC,Female,VIT Pune
82.19,82.98,CS,OPEN,Female,Govt College Karad
51.43,48.6,CS,EWS,Female,Not Allotted
53.19,70.22,Mech,EWS,Male,Not Allotted
75.9,99.99,IT,OBC,Female,Orchid Solapur
91.87,73.86,CS,OPEN,Female,PCCOE Pune
43.79,77.83,CS,OPEN,Male,Not Allotted
77.5,84.51,CS,OBC,Female,Orchid Solapur
77.11,98.41,CS,OPEN,Male,Orchid Solapur
99.99,41.9,Mech,SC,Male,COEP Pune
79.22,86.69,Civil,OPEN,Female,Orchid Solapur
90.74,69.64,Mech,OBC,Male,DY Patil Akurdi
87.12,78.33,Civil,OPEN,Female,WIT Solapur
53.04,96.2,Civil,OPEN,Male,Not Allotted
96.52,51.12,IT,OPEN,Female,SPIT Mumbai
88.23,54.75,CS,OPEN,Male,WIT Solapur
92.62,36.29,EnTC,OBC,Male,PCCOE Pune
99.99,64.02,CS,SC,Male,COEP Pune
53.74,99.99,CS,OBC,Female,Not Allotted
99.99,72.59,CS,OBC,Female,COEP Pune
80.69,48.2,IT,OBC,Female,Sinhgad Pune
89.31,65.29,CS,OPEN,Male,DY Patil Akurdi
84.32,45.24,CS,OPEN,Male,Govt College Karad
78.64,52.5,IT,OPEN,Female,Orchid Solapur
76.45,82.78,Mech,SC,Female,Sinhgad Pune
89.94,51.52,IT,OPEN,Male,DY Patil Akurdi
62.24,97.25,Mech,OPEN,Male,Local City College
96.26,73.58,CS,OBC,Male,SPIT Mumbai
78.76,76.71,CS,EWS,Female,Orchid Solapur
68.05,69.43,IT,OBC,Male,Local City College
78.25,90.46,IT,SC,Female,Govt College Karad
99.99,90.66,EnTC,OBC,Male,COEP Pune
76.97,81.7,EnTC,OPEN,Female,Orchid Solapur
90.38,86.3,EnTC,SC,Male,Walchand Sangli
74.04,70.76,Civil,SC,Male,Orchid Solapur
96.37,85.84,IT,OPEN,Female,SPIT Mumbai
95.28,68.24,CS,OPEN,Male,Walchand Sangli
99.99,75.04,IT,OPEN,Male,COEP Pune
82.37,69.51,CS,OPEN,Male,Govt College Karad
95.03,65.86,CS,ST,Female,COEP Pune
86.47,61.22,CS,OPEN,Male,WIT Solapur
99.99,84.35,IT,OPEN,Female,COEP Pune
74.22,99.99,CS,ST,Male,Orchid Solapur
96.18,98.42,CS,OBC,Male,SPIT Mumbai
82.08,49.87,EnTC,OBC,Female,Govt College Karad
84.04,99.99,EnTC,ST,Female,DY Patil Akurdi
86.38,68.64,EnTC,OPEN,Female,WIT Solapur
88.78,87.01,EnTC,OBC,Female,WIT Solapur
83.26,56.88,CS,OPEN,Female,Govt College Karad
88.22,77.84,CS,OPEN,Female,WIT Solapur
99.99,81.27,CS,OPEN,Male,COEP Pune
99.78,45.31,Mech,OPEN,Male,COEP Pune
98.04,87.17,EnTC,EWS,Male,PICT Pune
78.17,99.99,CS,EWS,Male,Orchid Solapur
71.66,71.51,CS,ST,Female,Orchid Solapur
99.33,99.99,Civil,OPEN,Male,COEP Pune
98.14,71.21,IT,EWS,Male,PICT Pune
99.99,91.99,Mech,OBC,Male,COEP Pune
75.94,30.63,CS,OPEN,Female,Orchid Solapur
81.56,99.99,CS,SC,Female,WIT Solapur
60.41,99.99,EnTC,OPEN,Male,Local City College
79.11,69.31,EnTC,OPEN,Female,Orchid Solapur
99.95,35.56,EnTC,SC,Male,COEP Pune
78.0,80.76,IT,OBC,Female,Orchid Solapur
94.61,46.12,IT,OPEN,Male,VIT Pune
82.14,83.9,EnTC,OBC,Female,Govt College Karad
89.86,83.23,CS,EWS,Male,DY Patil Akurdi
67.78,56.17,IT,OBC,Male,Local City College
86.28,97.42,Mech,OPEN,Female,WIT Solapur
40.13,91.11,CS,OPEN,Female,Not Allotted
82.2,94.52,IT,OPEN,Female,Govt College Karad
60.54,75.18,EnTC,EWS,Female,Local City College
99.99,46.69,Civil,OPEN,Male,COEP Pune
96.66,94.56,IT,OPEN,Male,SPIT Mumbai
92.0,69.59,IT,OPEN,Male,PCCOE Pune
99.99,47.2,Mech,ST,Male,COEP Pune
70.77,99.99,Mech,OBC,Male,Local City College
99.99,99.99,EnTC,OBC,Male,COEP Pune
98.98,74.18,IT,OPEN,Male,VJTI Mumbai
81.45,99.99,CS,OPEN,Male,Sinhgad Pune
99.99,76.83,EnTC,EWS,Female,COEP Pune
68.41,67.39,Mech,EWS,Male,Local City College
72.63,62.39,Mech,EWS,Female,Local City College
75.87,99.99,CS,EWS,Female,Orchid Solapur
77.07,59.4,IT,SC,Female,Govt College Karad
69.15,89.71,IT,OBC,Female,Local City College
99.99,63.82,Civil,SC,Male,COEP Pune
81.12,65.79,EnTC,OBC,Female,Sinhgad Pune
90.29,95.6,IT,OPEN,Male,DY Patil Akurdi
76.44,67.4,CS,OPEN,Male,Orchid Solapur
57.69,66.9,IT,EWS,Female,Not Allotted
89.05,97.66,CS,OPEN,Male,DY Patil Akurdi
56.32,99.99,Mech,ST,Male,Local City College
83.97,87.89,EnTC,OPEN,Female,Govt College Karad
64.48,61.9,IT,OPEN,Female,Local City College
99.99,64.79,IT,OPEN,Male,COEP Pune
98.67,76.6,Mech,OPEN,Male,VJTI Mumbai
86.59,81.42,CS,OPEN,Male,WIT Solapur
99.99,55.24,CS,OPEN,Male,COEP Pune
72.31,89.46,Civil,SC,Female,Orchid Solapur
93.15,76.71,Mech,OPEN,Female,VIT Pune
88.0,40.69,Mech,OPEN,Female,WIT Solapur
88.96,56.42,CS,OPEN,Female,WIT Solapur
99.99,64.92,CS,OBC,Male,COEP Pune
95.99,73.54,CS,OBC,Female,Walchand Sangli
89.33,99.99,CS,OBC,Male,DY Patil Akurdi
60.18,79.76,EnTC,OPEN,Male,Local City College
70.6,58.18,CS,OPEN,Female,Local City College
83.16,79.41,EnTC,SC,Male,WIT Solapur
86.4,67.96,CS,SC,Male,PCCOE Pune
68.05,81.5,IT,OPEN,Male,Local City College
99.99,86.61,Civil,OPEN,Female,COEP Pune
99.99,99.18,CS,OPEN,Male,COEP Pune
94.03,74.51,IT,OPEN,Male,VIT Pune
86.08,99.99,CS,SC,Male,PCCOE Pune
81.82,93.16,CS,OBC,Male,Sinhgad Pune
70.72,60.85,IT,OPEN,Female,Local City College
86.16,99.99,IT,OPEN,Female,WIT Solapur
88.87,81.54,EnTC,EWS,Male,WIT Solapur
66.37,58.3,Mech,SC,Male,Local City College
90.01,99.99,IT,ST,Male,Walchand Sangli
82.67,99.99,CS,OPEN,Female,Govt College Karad
56.38,74.34,EnTC,OBC,Female,Not Allotted
72.09,64.93,CS,OPEN,Male,Local City College
